timestamp,event_type,description,type
2025-04-09 09:39:07,active_app,opera.exe |  ,browsing
2025-04-09 09:39:09,keypress,type something | opera.exe |  ,browsing
2025-04-09 09:39:10,keypress,type something | opera.exe |  ,browsing
2025-04-09 09:39:13,keypress,type something | opera.exe |  ,browsing
2025-04-09 09:39:14,keypress,type something | opera.exe |  ,browsing
2025-04-09 09:39:14,keypress,type something | opera.exe |  ,browsing
2025-04-09 09:39:14,keypress,type something | opera.exe |  ,browsing
2025-04-09 09:39:14,keypress,type something | opera.exe |  ,browsing
2025-04-09 09:39:14,keypress,type something | opera.exe |  ,browsing
2025-04-09 09:39:14,keypress,type something | opera.exe |  ,browsing
2025-04-09 09:39:14,keypress,type something | opera.exe |  ,browsing
2025-04-09 09:39:14,keypress,type something | opera.exe |  ,browsing
2025-04-09 09:39:14,keypress,type something | opera.exe |  ,browsing
2025-04-09 09:39:14,keypress,type something | opera.exe |  ,browsing
2025-04-09 09:39:18,keypress,type something | opera.exe |  ,browsing
2025-04-09 09:39:19,keypress,type something | opera.exe |  ,browsing
2025-04-09 09:39:19,keypress,type something | opera.exe |  ,browsing
2025-04-09 09:39:19,keypress,type something | opera.exe |  ,browsing
2025-04-09 09:39:27,active_app,Code.exe | test.ipynb - pythonProject - Visual Studio Code ,coding
2025-04-09 09:39:27,keypress,type something | Code.exe | test.ipynb - pythonProject - Visual Studio Code ,coding
2025-04-09 09:39:27,keypress,type something | Code.exe | test.ipynb - pythonProject - Visual Studio Code ,coding
2025-04-09 09:39:31,keypress,type something | opera.exe |  ,browsing
2025-04-09 09:39:31,keypress,type something | opera.exe |  ,browsing
2025-04-09 09:39:32,active_app,opera.exe |  ,browsing
2025-04-09 09:39:39,keypress,type something | opera.exe |  ,browsing
2025-04-09 09:39:41,keypress,type something | opera.exe |  ,browsing
2025-04-09 09:39:47,active_app,Code.exe | test.ipynb - pythonProject - Visual Studio Code ,coding
2025-04-09 09:39:52,active_app,opera.exe |  ,browsing
2025-04-09 09:39:53,keypress,type something | opera.exe |  ,browsing
2025-04-09 09:39:53,keypress,type something | opera.exe |  ,browsing
2025-04-09 09:39:54,keypress,type something | opera.exe |  ,browsing
2025-04-09 09:40:07,keypress,type something | opera.exe |  ,browsing
2025-04-09 09:40:07,keypress,type something | opera.exe |  ,browsing
2025-04-09 09:40:12,active_app,Code.exe | test.ipynb - pythonProject - Visual Studio Code ,coding
2025-04-09 09:40:14,keypress,type something | Code.exe | test.ipynb - pythonProject - Visual Studio Code ,coding
2025-04-09 09:40:15,keypress,type something | Code.exe | test.ipynb - pythonProject - Visual Studio Code ,coding
2025-04-09 09:40:27,active_app,Code.exe | user_logs.csv - pythonProject - Visual Studio Code ,coding
2025-04-09 09:40:32,active_app,Code.exe | test.ipynb - pythonProject - Visual Studio Code ,coding
2025-04-09 09:40:41,keypress,type something | Code.exe | test.ipynb - pythonProject - Visual Studio Code ,coding
2025-04-09 09:40:41,keypress,type something | Code.exe | test.ipynb - pythonProject - Visual Studio Code ,coding
2025-04-09 09:40:42,keypress,type something | opera.exe |  ,browsing
2025-04-09 09:40:43,keypress,type something | opera.exe |  ,browsing
2025-04-09 09:40:49,keypress,type something | opera.exe |  ,browsing
2025-04-09 09:40:50,keypress,type something | opera.exe |  ,browsing
2025-04-09 09:40:52,active_app,opera.exe |  ,browsing
2025-04-09 09:41:07,active_app,Code.exe | test.ipynb - pythonProject - Visual Studio Code ,coding
2025-04-09 09:41:22,active_app,opera.exe |  ,browsing
2025-04-09 09:41:27,active_app,opera.exe | (4015) NVIDIA Tensor Cores Programming - YouTube - Opera ,browsing
2025-04-09 09:42:07,active_app,opera.exe | (4015) YouTube - Opera ,browsing
2025-04-09 09:42:27,active_app,opera.exe | Facebook - Opera ,browsing
2025-04-09 09:43:26,keypress,type something | opera.exe | Facebook - Opera ,browsing
2025-04-09 09:43:26,keypress,type something | opera.exe | Facebook - Opera ,browsing
2025-04-09 09:43:26,keypress,type something | opera.exe | Facebook - Opera ,browsing
2025-04-09 09:43:26,keypress,type something | opera.exe | Facebook - Opera ,browsing
2025-04-09 09:43:26,keypress,type something | opera.exe | Facebook - Opera ,browsing
2025-04-09 09:43:26,keypress,type something | opera.exe | Facebook - Opera ,browsing
2025-04-09 09:43:36,keypress,type something | opera.exe | Facebook - Opera ,browsing
2025-04-09 09:43:36,keypress,type something | opera.exe | Facebook - Opera ,browsing
2025-04-09 09:43:37,keypress,type something | opera.exe | Facebook - Opera ,browsing
2025-04-09 09:43:37,keypress,type something | opera.exe | Facebook - Opera ,browsing
2025-04-09 09:43:37,keypress,type something | opera.exe | Facebook - Opera ,browsing
2025-04-09 09:43:37,keypress,type something | opera.exe | Facebook - Opera ,browsing
2025-04-09 09:43:37,keypress,type something | opera.exe | Facebook - Opera ,browsing
2025-04-09 09:43:37,keypress,type something | opera.exe | Facebook - Opera ,browsing
2025-04-09 09:43:38,keypress,type something | opera.exe | Facebook - Opera ,browsing
2025-04-09 09:43:38,keypress,type something | opera.exe | Facebook - Opera ,browsing
2025-04-09 09:43:39,keypress,type something | opera.exe | Facebook - Opera ,browsing
2025-04-09 09:43:39,keypress,type something | opera.exe | Facebook - Opera ,browsing
2025-04-09 09:43:40,keypress,type something | opera.exe | Facebook - Opera ,browsing
2025-04-09 09:43:40,keypress,type something | opera.exe | Facebook - Opera ,browsing
2025-04-09 09:43:40,keypress,type something | opera.exe | Facebook - Opera ,browsing
2025-04-09 09:43:41,keypress,type something | opera.exe | Facebook - Opera ,browsing
2025-04-09 09:43:41,keypress,type something | opera.exe | Facebook - Opera ,browsing
2025-04-09 09:43:41,keypress,type something | opera.exe | Facebook - Opera ,browsing
2025-04-09 09:43:41,keypress,type something | opera.exe | Facebook - Opera ,browsing
2025-04-09 09:43:41,keypress,type something | opera.exe | Facebook - Opera ,browsing
2025-04-09 09:43:42,keypress,type something | opera.exe | Facebook - Opera ,browsing
2025-04-09 09:43:42,keypress,type something | opera.exe | Facebook - Opera ,browsing
2025-04-09 09:43:42,keypress,type something | opera.exe | Facebook - Opera ,browsing
2025-04-09 09:43:42,keypress,type something | opera.exe | Facebook - Opera ,browsing
2025-04-09 09:43:42,keypress,type something | opera.exe | Facebook - Opera ,browsing
2025-04-09 09:43:42,keypress,type something | opera.exe | Facebook - Opera ,browsing
2025-04-09 09:43:43,keypress,type something | opera.exe | Facebook - Opera ,browsing
2025-04-09 09:43:43,keypress,type something | opera.exe | Facebook - Opera ,browsing
2025-04-09 09:43:43,keypress,type something | opera.exe | Facebook - Opera ,browsing
2025-04-09 09:43:43,keypress,type something | opera.exe | Facebook - Opera ,browsing
2025-04-09 09:43:43,keypress,type something | opera.exe | Facebook - Opera ,browsing
2025-04-09 09:43:44,keypress,type something | opera.exe | Facebook - Opera ,browsing
2025-04-09 09:43:44,keypress,type something | opera.exe | Facebook - Opera ,browsing
2025-04-09 09:43:44,keypress,type something | opera.exe | Facebook - Opera ,browsing
2025-04-09 09:43:44,keypress,type something | opera.exe | Facebook - Opera ,browsing
2025-04-09 09:43:45,keypress,type something | opera.exe | Facebook - Opera ,browsing
2025-04-09 09:43:45,keypress,type something | opera.exe | Facebook - Opera ,browsing
2025-04-09 09:43:45,keypress,type something | opera.exe | Facebook - Opera ,browsing
2025-04-09 09:43:45,keypress,type something | opera.exe | Facebook - Opera ,browsing
2025-04-09 09:43:45,keypress,type something | opera.exe | Facebook - Opera ,browsing
2025-04-09 09:43:46,keypress,type something | opera.exe | Facebook - Opera ,browsing
2025-04-09 09:43:46,keypress,type something | opera.exe | Facebook - Opera ,browsing
2025-04-09 09:43:46,keypress,type something | opera.exe | Facebook - Opera ,browsing
2025-04-09 09:43:46,keypress,type something | opera.exe | Facebook - Opera ,browsing
2025-04-09 09:43:46,keypress,type something | opera.exe | Facebook - Opera ,browsing
2025-04-09 09:44:32,keypress,type something | opera.exe | Facebook - Opera ,browsing
2025-04-09 09:44:32,keypress,type something | opera.exe | Facebook - Opera ,browsing
2025-04-09 09:44:32,keypress,type something | opera.exe | Facebook - Opera ,browsing
2025-04-09 09:44:32,keypress,type something | opera.exe | Facebook - Opera ,browsing
2025-04-09 09:44:33,keypress,type something | opera.exe | Facebook - Opera ,browsing
2025-04-09 09:44:33,keypress,type something | opera.exe | Facebook - Opera ,browsing
2025-04-09 09:44:33,keypress,type something | opera.exe | Facebook - Opera ,browsing
2025-04-09 09:44:34,keypress,type something | opera.exe | Facebook - Opera ,browsing
2025-04-09 09:44:34,keypress,type something | opera.exe | Facebook - Opera ,browsing
2025-04-09 09:44:34,keypress,type something | opera.exe | Facebook - Opera ,browsing
2025-04-09 09:44:35,keypress,type something | opera.exe | Facebook - Opera ,browsing
2025-04-09 09:44:35,keypress,type something | opera.exe | Facebook - Opera ,browsing
2025-04-09 09:44:36,keypress,type something | opera.exe | Facebook - Opera ,browsing
2025-04-09 09:44:36,keypress,type something | opera.exe | Facebook - Opera ,browsing
2025-04-09 09:44:36,keypress,type something | opera.exe | Facebook - Opera ,browsing
2025-04-09 09:44:36,keypress,type something | opera.exe | Facebook - Opera ,browsing
2025-04-09 09:44:36,keypress,type something | opera.exe | Facebook - Opera ,browsing
2025-04-09 09:44:36,keypress,type something | opera.exe | Facebook - Opera ,browsing
2025-04-09 09:44:36,keypress,type something | opera.exe | Facebook - Opera ,browsing
2025-04-09 09:44:36,keypress,type something | opera.exe | Facebook - Opera ,browsing
2025-04-09 09:44:36,keypress,type something | opera.exe | Facebook - Opera ,browsing
2025-04-09 09:44:36,keypress,type something | opera.exe | Facebook - Opera ,browsing
2025-04-09 09:44:36,keypress,type something | opera.exe | Facebook - Opera ,browsing
2025-04-09 09:44:36,keypress,type something | opera.exe | Facebook - Opera ,browsing
2025-04-09 09:44:36,keypress,type something | opera.exe | Facebook - Opera ,browsing
2025-04-09 09:44:36,keypress,type something | opera.exe | Facebook - Opera ,browsing
2025-04-09 09:44:36,keypress,type something | opera.exe | Facebook - Opera ,browsing
2025-04-09 09:44:36,keypress,type something | opera.exe | Facebook - Opera ,browsing
2025-04-09 09:44:36,keypress,type something | opera.exe | Facebook - Opera ,browsing
2025-04-09 09:44:36,keypress,type something | opera.exe | Facebook - Opera ,browsing
2025-04-09 09:44:36,keypress,type something | opera.exe | Facebook - Opera ,browsing
2025-04-09 09:44:36,keypress,type something | opera.exe | Facebook - Opera ,browsing
2025-04-09 09:44:37,keypress,type something | opera.exe | Facebook - Opera ,browsing
2025-04-09 09:44:37,keypress,type something | opera.exe | Facebook - Opera ,browsing
2025-04-09 09:44:37,keypress,type something | opera.exe | Facebook - Opera ,browsing
2025-04-09 09:44:37,keypress,type something | opera.exe | Facebook - Opera ,browsing
2025-04-09 09:44:37,keypress,type something | opera.exe | Facebook - Opera ,browsing
2025-04-09 09:44:37,keypress,type something | opera.exe | Facebook - Opera ,browsing
2025-04-09 09:44:37,keypress,type something | opera.exe | Facebook - Opera ,browsing
2025-04-09 09:44:38,keypress,type something | opera.exe | Facebook - Opera ,browsing
2025-04-09 09:44:38,keypress,type something | opera.exe | Facebook - Opera ,browsing
2025-04-09 09:44:38,keypress,type something | opera.exe | Facebook - Opera ,browsing
2025-04-09 09:44:38,keypress,type something | opera.exe | Facebook - Opera ,browsing
2025-04-09 09:44:38,keypress,type something | opera.exe | Facebook - Opera ,browsing
2025-04-09 09:44:38,keypress,type something | opera.exe | Facebook - Opera ,browsing
2025-04-09 09:44:39,keypress,type something | opera.exe | Facebook - Opera ,browsing
2025-04-09 09:44:40,keypress,type something | opera.exe | Facebook - Opera ,browsing
2025-04-09 09:44:40,keypress,type something | opera.exe | Facebook - Opera ,browsing
2025-04-09 09:44:40,keypress,type something | opera.exe | Facebook - Opera ,browsing
2025-04-09 09:44:40,keypress,type something | opera.exe | Facebook - Opera ,browsing
2025-04-09 09:44:40,keypress,type something | opera.exe | Facebook - Opera ,browsing
2025-04-09 09:44:40,keypress,type something | opera.exe | Facebook - Opera ,browsing
2025-04-09 09:44:40,keypress,type something | opera.exe | Facebook - Opera ,browsing
2025-04-09 09:44:40,keypress,type something | opera.exe | Facebook - Opera ,browsing
2025-04-09 09:44:40,keypress,type something | opera.exe | Facebook - Opera ,browsing
2025-04-09 09:44:40,keypress,type something | opera.exe | Facebook - Opera ,browsing
2025-04-09 09:44:40,keypress,type something | opera.exe | Facebook - Opera ,browsing
2025-04-09 09:44:40,keypress,type something | opera.exe | Facebook - Opera ,browsing
2025-04-09 09:44:40,keypress,type something | opera.exe | Facebook - Opera ,browsing
2025-04-09 09:44:40,keypress,type something | opera.exe | Facebook - Opera ,browsing
2025-04-09 09:44:40,keypress,type something | opera.exe | Facebook - Opera ,browsing
2025-04-09 09:44:40,keypress,type something | opera.exe | Facebook - Opera ,browsing
2025-04-09 09:44:40,keypress,type something | opera.exe | Facebook - Opera ,browsing
2025-04-09 09:44:40,keypress,type something | opera.exe | Facebook - Opera ,browsing
2025-04-09 09:44:41,keypress,type something | opera.exe | Facebook - Opera ,browsing
2025-04-09 09:44:50,keypress,type something | opera.exe | Facebook - Opera ,browsing
2025-04-09 09:44:51,keypress,type something | opera.exe | Facebook - Opera ,browsing
2025-04-09 09:44:51,keypress,type something | opera.exe | Facebook - Opera ,browsing
2025-04-09 09:44:51,keypress,type something | opera.exe | Facebook - Opera ,browsing
2025-04-09 09:44:51,keypress,type something | opera.exe | Facebook - Opera ,browsing
2025-04-09 09:44:51,keypress,type something | opera.exe | Facebook - Opera ,browsing
2025-04-09 09:44:52,keypress,type something | opera.exe | Facebook - Opera ,browsing
2025-04-09 09:44:52,keypress,type something | opera.exe | Facebook - Opera ,browsing
2025-04-09 09:44:52,keypress,type something | opera.exe | Facebook - Opera ,browsing
2025-04-09 09:44:52,keypress,type something | opera.exe | Facebook - Opera ,browsing
2025-04-09 09:44:52,keypress,type something | opera.exe | Facebook - Opera ,browsing
2025-04-09 09:44:52,keypress,type something | opera.exe | Facebook - Opera ,browsing
2025-04-09 09:44:52,keypress,type something | opera.exe | Facebook - Opera ,browsing
2025-04-09 09:44:53,keypress,type something | opera.exe | Facebook - Opera ,browsing
2025-04-09 09:44:53,keypress,type something | opera.exe | Facebook - Opera ,browsing
2025-04-09 09:44:53,keypress,type something | opera.exe | Facebook - Opera ,browsing
2025-04-09 09:44:53,keypress,type something | opera.exe | Facebook - Opera ,browsing
2025-04-09 09:44:53,keypress,type something | opera.exe | Facebook - Opera ,browsing
2025-04-09 09:44:53,keypress,type something | opera.exe | Facebook - Opera ,browsing
2025-04-09 09:44:54,keypress,type something | opera.exe | Facebook - Opera ,browsing
2025-04-09 09:44:54,keypress,type something | opera.exe | Facebook - Opera ,browsing
2025-04-09 09:44:55,keypress,type something | opera.exe | Facebook - Opera ,browsing
2025-04-09 09:44:55,keypress,type something | opera.exe | Facebook - Opera ,browsing
2025-04-09 09:44:56,keypress,type something | opera.exe | Facebook - Opera ,browsing
2025-04-09 09:44:56,keypress,type something | opera.exe | Facebook - Opera ,browsing
2025-04-09 09:44:56,keypress,type something | opera.exe | Facebook - Opera ,browsing
2025-04-09 09:44:57,keypress,type something | opera.exe | Facebook - Opera ,browsing
2025-04-09 09:44:57,keypress,type something | opera.exe | Facebook - Opera ,browsing
2025-04-09 09:44:57,keypress,type something | opera.exe | Facebook - Opera ,browsing
2025-04-09 09:44:58,keypress,type something | opera.exe | Facebook - Opera ,browsing
2025-04-09 09:44:58,keypress,type something | opera.exe | Facebook - Opera ,browsing
2025-04-09 09:44:58,keypress,type something | opera.exe | Facebook - Opera ,browsing
2025-04-09 09:44:58,keypress,type something | opera.exe | Facebook - Opera ,browsing
2025-04-09 09:44:59,keypress,type something | opera.exe | Facebook - Opera ,browsing
2025-04-09 09:44:59,keypress,type something | opera.exe | Facebook - Opera ,browsing
2025-04-09 09:44:59,keypress,type something | opera.exe | Facebook - Opera ,browsing
2025-04-09 09:49:42,active_app,opera.exe | (4015) NVIDIA Tensor Cores Programming - YouTube - Opera ,browsing
2025-04-09 09:50:27,active_app,Code.exe | test.ipynb - pythonProject - Visual Studio Code ,coding
2025-04-09 09:51:07,active_app,opera.exe | (4015) NVIDIA Tensor Cores Programming - YouTube - Opera ,browsing
2025-04-09 09:51:12,active_app,opera.exe | (4015) YouTube - Opera ,browsing
2025-04-09 09:51:17,keypress,type something | opera.exe | (4015) YouTube - Opera ,browsing
2025-04-09 09:51:17,keypress,type something | opera.exe | (4015) YouTube - Opera ,browsing
2025-04-09 09:51:17,keypress,type something | opera.exe | (4015) YouTube - Opera ,browsing
2025-04-09 09:51:17,keypress,type something | opera.exe | (4015) YouTube - Opera ,browsing
2025-04-09 09:51:17,keypress,type something | opera.exe | (4015) YouTube - Opera ,browsing
2025-04-09 09:51:18,keypress,type something | opera.exe | (4015) YouTube - Opera ,browsing
2025-04-09 09:51:19,keypress,type something | opera.exe | (4015) YouTube - Opera ,browsing
2025-04-09 09:51:20,keypress,type something | opera.exe | (4015) YouTube - Opera ,browsing
2025-04-09 09:51:20,keypress,type something | opera.exe | (4015) YouTube - Opera ,browsing
2025-04-09 09:51:22,keypress,type something | opera.exe | (4015) YouTube - Opera ,browsing
2025-04-09 09:51:27,active_app,opera.exe | (4015) clickstream model ai - YouTube - Opera ,browsing
2025-04-09 09:51:32,active_app,opera.exe | (4015) PyData Tel Aviv Meetup: Creating Meaningful Features from Clickstream Data - Shir Meir Lador - YouTube - Opera ,browsing
2025-04-09 09:56:37,active_app,Discord.exe | #💬︱general-chat | LaggHomies - Discord ,chatting
2025-04-09 09:57:37,active_app,Discord.exe | Brotherhood | LaggHomies - Discord ,chatting
2025-04-09 09:57:52,active_app,parsecd.exe | Parsec ,other
2025-04-09 09:58:02,active_app,Discord.exe | Brotherhood | LaggHomies - Discord ,chatting
2025-04-09 09:58:07,active_app,parsecd.exe | Parsec ,other
2025-04-09 09:58:22,active_app,Code.exe | test.ipynb - pythonProject - Visual Studio Code ,coding
2025-04-09 09:58:42,active_app,Discord.exe | Brotherhood | LaggHomies - Discord ,chatting
2025-04-09 09:58:47,active_app,Code.exe | test.ipynb - pythonProject - Visual Studio Code ,coding
2025-04-09 09:58:52,active_app,parsecd.exe | Parsec ,other
2025-04-09 09:58:57,active_app,Discord.exe | Brotherhood | LaggHomies - Discord ,chatting
2025-04-09 09:59:02,active_app,Discord.exe | #💀︱backyard-of-fpt | LaggHomies - Discord ,chatting
2025-04-09 09:59:17,active_app,parsecd.exe | Parsec ,other
2025-04-09 10:00:02,active_app,Discord.exe | Brotherhood | LaggHomies - Discord ,chatting
2025-04-09 10:00:12,active_app,opera.exe | (4015) PyData Tel Aviv Meetup: Creating Meaningful Features from Clickstream Data - Shir Meir Lador - YouTube - Opera ,browsing
2025-04-09 10:00:17,active_app,Code.exe | test.ipynb - pythonProject - Visual Studio Code ,coding
2025-04-09 10:00:22,active_app,Code.exe | user_logs.csv - pythonProject - Visual Studio Code ,coding
2025-04-09 10:00:37,active_app,Code.exe | test.ipynb - pythonProject - Visual Studio Code ,coding
2025-04-09 10:00:42,active_app,Discord.exe | Brotherhood | LaggHomies - Discord ,chatting
2025-04-09 10:00:47,active_app,Discord.exe | #🎵︱music-room | LaggHomies - Discord ,chatting
2025-04-09 10:00:52,active_app,Discord.exe | #💬┃rạp-xiếc-vũ-trụ | Cộng Đồng D2VN - Discord ,chatting
2025-04-09 10:00:57,active_app,Discord.exe | #💭┃destiny2-chat | Cộng Đồng D2VN - Discord ,chatting
2025-04-09 10:01:12,active_app,Discord.exe | #f҈a̸҉c̶̸e҉̵b̶o̸o̵̸k҈̶-̵n̸e̷҉w̷̶ | M̴̧̛u̵̢̕ȩ̸͞l̴҇͜ w҈̢͠ą̵͞s̸̨̕ hac҈ked b҉y P҉̧ŗ̶͞i̷̧҇e҈̢͝st҉ess̡͡ - Discord ,chatting
2025-04-09 10:01:37,active_app,Discord.exe | #giveaway | M̴̧̛u̵̢̕ȩ̸͞l̴҇͜ w҈̢͠ą̵͞s̸̨̕ hac҈ked b҉y P҉̧ŗ̶͞i̷̧҇e҈̢͝st҉ess̡͡ - Discord ,chatting
2025-04-09 10:01:47,active_app,parsecd.exe | Parsec ,other
2025-04-09 10:01:57,active_app,Discord.exe | Brotherhood | LaggHomies - Discord ,chatting
2025-04-09 10:03:17,keypress,type something | Discord.exe | Brotherhood | LaggHomies - Discord ,chatting
2025-04-09 10:03:17,keypress,type something | Discord.exe | Brotherhood | LaggHomies - Discord ,chatting
2025-04-09 10:03:18,keypress,type something | Discord.exe | Brotherhood | LaggHomies - Discord ,chatting
2025-04-09 10:03:18,keypress,type something | Discord.exe | Brotherhood | LaggHomies - Discord ,chatting
2025-04-09 10:03:18,keypress,type something | Discord.exe | Brotherhood | LaggHomies - Discord ,chatting
2025-04-09 10:03:18,keypress,type something | Discord.exe | Brotherhood | LaggHomies - Discord ,chatting
2025-04-09 10:03:19,keypress,type something | Discord.exe | Brotherhood | LaggHomies - Discord ,chatting
2025-04-09 10:03:19,keypress,type something | Discord.exe | Brotherhood | LaggHomies - Discord ,chatting
2025-04-09 10:03:22,active_app,Code.exe | test.ipynb - pythonProject - Visual Studio Code ,coding
2025-04-09 10:04:06,keypress,type something | opera.exe |  ,browsing
2025-04-09 10:04:06,keypress,type something | opera.exe |  ,browsing
2025-04-09 10:04:07,active_app,opera.exe |  ,browsing
2025-04-09 10:04:22,active_app,Code.exe | test.ipynb - pythonProject - Visual Studio Code ,coding
2025-04-09 10:05:30,keypress,type something | Code.exe | test.ipynb - pythonProject - Visual Studio Code ,coding
2025-04-09 10:05:31,keypress,type something | Code.exe | test.ipynb - pythonProject - Visual Studio Code ,coding
2025-04-09 10:05:31,keypress,type something | Code.exe | test.ipynb - pythonProject - Visual Studio Code ,coding
2025-04-09 10:05:32,keypress,type something | Code.exe | test.ipynb - pythonProject - Visual Studio Code ,coding
2025-04-09 10:05:32,keypress,type something | Code.exe | test.ipynb - pythonProject - Visual Studio Code ,coding
2025-04-09 10:05:32,keypress,type something | Code.exe | test.ipynb - pythonProject - Visual Studio Code ,coding
2025-04-09 10:05:32,keypress,type something | Code.exe | test.ipynb - pythonProject - Visual Studio Code ,coding
2025-04-09 10:05:33,keypress,type something | Code.exe | test.ipynb - pythonProject - Visual Studio Code ,coding
2025-04-09 10:05:33,keypress,type something | Code.exe | test.ipynb - pythonProject - Visual Studio Code ,coding
2025-04-09 10:05:34,keypress,type something | Code.exe | test.ipynb - pythonProject - Visual Studio Code ,coding
2025-04-09 10:05:34,keypress,type something | Code.exe | test.ipynb - pythonProject - Visual Studio Code ,coding
2025-04-09 10:05:34,keypress,type something | Code.exe | test.ipynb - pythonProject - Visual Studio Code ,coding
2025-04-09 10:05:35,keypress,type something | Code.exe | test.ipynb - pythonProject - Visual Studio Code ,coding
2025-04-09 10:05:35,keypress,type something | Code.exe | test.ipynb - pythonProject - Visual Studio Code ,coding
2025-04-09 10:05:36,keypress,type something | Code.exe | test.ipynb - pythonProject - Visual Studio Code ,coding
2025-04-09 10:05:36,keypress,type something | Code.exe | test.ipynb - pythonProject - Visual Studio Code ,coding
2025-04-09 10:05:37,keypress,type something | Code.exe | test.ipynb - pythonProject - Visual Studio Code ,coding
2025-04-09 10:05:37,keypress,type something | Code.exe | test.ipynb - pythonProject - Visual Studio Code ,coding
2025-04-09 10:05:37,keypress,type something | Code.exe | test.ipynb - pythonProject - Visual Studio Code ,coding
2025-04-09 10:05:38,keypress,type something | Code.exe | test.ipynb - pythonProject - Visual Studio Code ,coding
2025-04-09 10:05:38,keypress,type something | Code.exe | test.ipynb - pythonProject - Visual Studio Code ,coding
2025-04-09 10:05:39,keypress,type something | Code.exe | test.ipynb - pythonProject - Visual Studio Code ,coding
2025-04-09 10:05:39,keypress,type something | Code.exe | test.ipynb - pythonProject - Visual Studio Code ,coding
2025-04-09 10:05:40,keypress,type something | Code.exe | test.ipynb - pythonProject - Visual Studio Code ,coding
2025-04-09 10:05:40,keypress,type something | Code.exe | test.ipynb - pythonProject - Visual Studio Code ,coding
2025-04-09 10:05:41,keypress,type something | Code.exe | test.ipynb - pythonProject - Visual Studio Code ,coding
2025-04-09 10:05:41,keypress,type something | Code.exe | test.ipynb - pythonProject - Visual Studio Code ,coding
2025-04-09 10:05:41,keypress,type something | Code.exe | test.ipynb - pythonProject - Visual Studio Code ,coding
2025-04-09 10:05:43,keypress,type something | Code.exe | test.ipynb - pythonProject - Visual Studio Code ,coding
2025-04-09 10:05:44,keypress,type something | Code.exe | test.ipynb - pythonProject - Visual Studio Code ,coding
2025-04-09 10:05:44,keypress,type something | Code.exe | test.ipynb - pythonProject - Visual Studio Code ,coding
2025-04-09 10:05:44,keypress,type something | Code.exe | test.ipynb - pythonProject - Visual Studio Code ,coding
2025-04-09 10:05:45,keypress,type something | Code.exe | test.ipynb - pythonProject - Visual Studio Code ,coding
2025-04-09 10:05:45,keypress,type something | Code.exe | test.ipynb - pythonProject - Visual Studio Code ,coding
2025-04-09 10:05:47,keypress,type something | Code.exe | test.ipynb - pythonProject - Visual Studio Code ,coding
2025-04-09 10:05:47,keypress,type something | Code.exe | test.ipynb - pythonProject - Visual Studio Code ,coding
2025-04-09 10:05:48,keypress,type something | Code.exe | test.ipynb - pythonProject - Visual Studio Code ,coding
2025-04-09 10:05:48,keypress,type something | Code.exe | test.ipynb - pythonProject - Visual Studio Code ,coding
2025-04-09 10:05:48,keypress,type something | Code.exe | test.ipynb - pythonProject - Visual Studio Code ,coding
2025-04-09 10:05:49,keypress,type something | Code.exe | test.ipynb - pythonProject - Visual Studio Code ,coding
2025-04-09 10:05:49,keypress,type something | Code.exe | test.ipynb - pythonProject - Visual Studio Code ,coding
2025-04-09 10:05:49,keypress,type something | Code.exe | test.ipynb - pythonProject - Visual Studio Code ,coding
2025-04-09 10:06:12,active_app,parsecd.exe | Parsec ,other
2025-04-09 10:06:22,active_app,Code.exe | test.ipynb - pythonProject - Visual Studio Code ,coding
2025-04-09 10:06:45,keypress,type something | Code.exe | test.ipynb - pythonProject - Visual Studio Code ,coding
2025-04-09 10:06:45,keypress,type something | Code.exe | test.ipynb - pythonProject - Visual Studio Code ,coding
2025-04-09 10:06:46,keypress,type something | Code.exe | test.ipynb - pythonProject - Visual Studio Code ,coding
2025-04-09 10:06:49,keypress,type something | Code.exe | test.ipynb - pythonProject - Visual Studio Code ,coding
2025-04-09 10:06:50,keypress,type something | Code.exe | test.ipynb - pythonProject - Visual Studio Code ,coding
2025-04-09 10:06:51,keypress,type something | Code.exe | test.ipynb - pythonProject - Visual Studio Code ,coding
2025-04-09 10:06:51,keypress,type something | Code.exe | test.ipynb - pythonProject - Visual Studio Code ,coding
2025-04-09 10:06:52,keypress,type something | Code.exe | test.ipynb - pythonProject - Visual Studio Code ,coding
2025-04-09 10:06:53,keypress,type something | Code.exe | test.ipynb - pythonProject - Visual Studio Code ,coding
2025-04-09 10:06:58,keypress,type something | Code.exe | test.ipynb - pythonProject - Visual Studio Code ,coding
2025-04-09 10:06:58,keypress,type something | Code.exe | test.ipynb - pythonProject - Visual Studio Code ,coding
2025-04-09 10:06:58,keypress,type something | Code.exe | test.ipynb - pythonProject - Visual Studio Code ,coding
2025-04-09 10:06:58,keypress,type something | Code.exe | test.ipynb - pythonProject - Visual Studio Code ,coding
2025-04-09 10:06:58,keypress,type something | Code.exe | test.ipynb - pythonProject - Visual Studio Code ,coding
2025-04-09 10:06:59,keypress,type something | Code.exe | test.ipynb - pythonProject - Visual Studio Code ,coding
2025-04-09 10:06:59,keypress,type something | Code.exe | test.ipynb - pythonProject - Visual Studio Code ,coding
2025-04-09 10:06:59,keypress,type something | Code.exe | test.ipynb - pythonProject - Visual Studio Code ,coding
2025-04-09 10:06:59,keypress,type something | Code.exe | test.ipynb - pythonProject - Visual Studio Code ,coding
